
======================================================
CATEGORIA XTREAM: ABERTOS (Total: 64 canais)
======================================================
  • Nome na API: 'Globo SP' | Normalizado: 'GLOBO SP' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo SP' | Normalizado: 'GLOBO SP' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo SP' | Normalizado: 'GLOBO SP' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo SP' | Normalizado: 'GLOBO SP' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Tv Mirante Imperatriz' | Normalizado: 'GLOBO TV MIRANTE IMPERATRIZ' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Tv Mirante Imperatriz' | Normalizado: 'GLOBO TV MIRANTE IMPERATRIZ' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Vitoria' | Normalizado: 'GLOBO VITORIA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Vitoria' | Normalizado: 'GLOBO VITORIA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Vitoria' | Normalizado: 'GLOBO VITORIA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Integracao Uberaba' | Normalizado: 'INTEGRACAO UBERABA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Integracao Uberaba' | Normalizado: 'INTEGRACAO UBERABA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Integracao Uberaba' | Normalizado: 'INTEGRACAO UBERABA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Integraçao Juiz De Fora' | Normalizado: 'INTEGRACAO JUIZ DE FORA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Integração Juiz De Fora' | Normalizado: 'INTEGRACAO JUIZ DE FORA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Integração Juiz De Fora' | Normalizado: 'INTEGRACAO JUIZ DE FORA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Inter Tv Alto Litoral' | Normalizado: 'INTER TV ALTO LITORAL' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Inter Tv Alto Litoral' | Normalizado: 'INTER TV ALTO LITORAL' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Inter Tv Alto Litoral' | Normalizado: 'INTER TV ALTO LITORAL' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Inter Tv Alto Litoral Hd¹' | Normalizado: 'INTER TV ALTO LITORAL HD1' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Inter Tv Cabugi Natal' | Normalizado: 'INTER TV CABUGI NATAL' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Inter Tv Cabugi Natal' | Normalizado: 'INTER TV CABUGI NATAL' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Inter Tv Cabugi Natal' | Normalizado: 'INTER TV CABUGI NATAL' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Inter Tv Dos Vales' | Normalizado: 'INTER TV DOS VALES' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Inter Tv Dos Vales' | Normalizado: 'INTER TV DOS VALES' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Inter Tv Dos Vales' | Normalizado: 'INTER TV DOS VALES' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Inter Tv Grande Minas' | Normalizado: 'INTER TV GRANDE MINAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Inter Tv Grande Minas' | Normalizado: 'INTER TV GRANDE MINAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Inter Tv Grande Minas' | Normalizado: 'INTER TV GRANDE MINAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Inter Tv Serra Mar' | Normalizado: 'INTER TV SERRA MAR' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Inter Tv Serra Mar' | Normalizado: 'INTER TV SERRA MAR' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Inter Tv Serra Mar' | Normalizado: 'INTER TV SERRA MAR' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Intertv Planicie' | Normalizado: 'INTERTV PLANICIE' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Nsc Florianopolis' | Normalizado: 'NSC FLORIANOPOLIS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Nsc Florianopolis' | Normalizado: 'NSC FLORIANOPOLIS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Nsc Florianopolis' | Normalizado: 'NSC FLORIANOPOLIS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Nsc Tv Blumenau' | Normalizado: 'NSC TV BLUMENAU' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Nsc Tv Blumenau' | Normalizado: 'NSC TV BLUMENAU' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Nsc Tv Blumenau' | Normalizado: 'NSC TV BLUMENAU' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Nsc Tv Chapeco' | Normalizado: 'NSC TV CHAPECO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Nsc Tv Chapeco' | Normalizado: 'NSC TV CHAPECO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Nsc Tv Chapeco' | Normalizado: 'NSC TV CHAPECO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Nsc Tv Criciuma' | Normalizado: 'NSC TV CRICIUMA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Nsc Tv Criciuma' | Normalizado: 'NSC TV CRICIUMA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Nsc Tv Criciuma' | Normalizado: 'NSC TV CRICIUMA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Nsc Tv Florianopolis' | Normalizado: 'NSC TV FLORIANOPOLIS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Nsc Tv Joinville' | Normalizado: 'NSC TV JOINVILLE' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Nsc Tv Joinville' | Normalizado: 'NSC TV JOINVILLE' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Nsc Tv Joinville' | Normalizado: 'NSC TV JOINVILLE' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rbs Caxias Do Sul' | Normalizado: 'RBS CAXIAS DO SUL' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rbs Caxias Do Sul' | Normalizado: 'RBS CAXIAS DO SUL' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rbs Caxias Do Sul' | Normalizado: 'RBS CAXIAS DO SUL' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rbs Pelotas' | Normalizado: 'RBS PELOTAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rbs Pelotas' | Normalizado: 'RBS PELOTAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rbs Pelotas' | Normalizado: 'RBS PELOTAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rbs Tv Passo Fundo' | Normalizado: 'RBS TV PASSO FUNDO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rbs Tv Passo Fundo' | Normalizado: 'RBS TV PASSO FUNDO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rbs Tv Passo Fundo' | Normalizado: 'RBS TV PASSO FUNDO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rbs Tv Porto Alegre' | Normalizado: 'RBS TV PORTO ALEGRE' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rbs Tv Porto Alegre' | Normalizado: 'RBS TV PORTO ALEGRE' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rbs Tv Porto Alegre' | Normalizado: 'RBS TV PORTO ALEGRE' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rbs Tv Porto Alegre' | Normalizado: 'RBS TV PORTO ALEGRE' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rbs Tv Santa Maria' | Normalizado: 'RBS TV SANTA MARIA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rbs Tv Santa Maria' | Normalizado: 'RBS TV SANTA MARIA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rbs Tv Santa Maria' | Normalizado: 'RBS TV SANTA MARIA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rbs Tv Santa Rosa' | Normalizado: 'RBS TV SANTA ROSA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rede Amazonica Manaus' | Normalizado: 'REDE AMAZONICA MANAUS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rede Amazonica Manaus' | Normalizado: 'REDE AMAZONICA MANAUS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rede Amazonica Manaus' | Normalizado: 'REDE AMAZONICA MANAUS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rede Amazonica Rio Branco' | Normalizado: 'REDE AMAZONICA RIO BRANCO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rede Amazonica Rio Branco' | Normalizado: 'REDE AMAZONICA RIO BRANCO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rede Amazonica Rio Branco' | Normalizado: 'REDE AMAZONICA RIO BRANCO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rede Macapa' | Normalizado: 'REDE MACAPA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rede Minas' | Normalizado: 'REDE MINAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rpc Curitiba' | Normalizado: 'RPC CURITIBA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rpc Curitiba' | Normalizado: 'RPC CURITIBA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rpc Curitiba' | Normalizado: 'RPC CURITIBA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rpc Foz Do Iguacu' | Normalizado: 'RPC FOZ DO IGUACU' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rpc Foz Do Iguacu' | Normalizado: 'RPC FOZ DO IGUACU' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rpc Foz Do Iguacu' | Normalizado: 'RPC FOZ DO IGUACU' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rpc Maringa' | Normalizado: 'RPC MARINGA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rpc Maringa' | Normalizado: 'RPC MARINGA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rpc Maringa' | Normalizado: 'RPC MARINGA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rpc Maringa' | Normalizado: 'RPC MARINGA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rpc Paranavai' | Normalizado: 'RPC PARANAVAI' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rpc Paranavai' | Normalizado: 'RPC PARANAVAI' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rpc Paranavai' | Normalizado: 'RPC PARANAVAI' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rpc Ponta Grossa' | Normalizado: 'RPC PONTA GROSSA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rpc Ponta Grossa' | Normalizado: 'RPC PONTA GROSSA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Rpc Ponta Grossa' | Normalizado: 'RPC PONTA GROSSA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Teste 2222222222' | Normalizado: 'TESTE 2222222222' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Testeeeeeeeeeee' | Normalizado: 'TESTEEEEEEEEEEE' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Anhanguera' | Normalizado: 'TV ANHANGUERA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Anhanguera' | Normalizado: 'TV ANHANGUERA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Anhanguera' | Normalizado: 'TV ANHANGUERA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Anhanguera' | Normalizado: 'TV ANHANGUERA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Asa Branca' | Normalizado: 'TV ASA BRANCA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Asa Branca' | Normalizado: 'TV ASA BRANCA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Asa Branca' | Normalizado: 'TV ASA BRANCA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Bahia' | Normalizado: 'TV BAHIA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Bahia' | Normalizado: 'TV BAHIA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Bahia' | Normalizado: 'TV BAHIA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Cabo Branco' | Normalizado: 'TV CABO BRANCO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Cabo Branco' | Normalizado: 'TV CABO BRANCO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Cabo Branco' | Normalizado: 'TV CABO BRANCO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Centro America' | Normalizado: 'TV CENTRO AMERICA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Centro America Cuiaba' | Normalizado: 'TV CENTRO AMERICA CUIABA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Centro America Cuiaba' | Normalizado: 'TV CENTRO AMERICA CUIABA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Centro America Cuiaba' | Normalizado: 'TV CENTRO AMERICA CUIABA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Centro America Sul' | Normalizado: 'TV CENTRO AMERICA SUL' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Clube Teresina' | Normalizado: 'TV CLUBE TERESINA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Clube Teresina' | Normalizado: 'TV CLUBE TERESINA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Clube Teresina' | Normalizado: 'TV CLUBE TERESINA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Diario Mogi Das Cruzes' | Normalizado: 'TV DIARIO MOGI DAS CRUZES' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Diario Mogi Das Cruzes' | Normalizado: 'TV DIARIO MOGI DAS CRUZES' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Diario Mogi Das Cruzes' | Normalizado: 'TV DIARIO MOGI DAS CRUZES' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Fronteira Presidente Prudente' | Normalizado: 'TV FRONTEIRA PRESIDENTE PRUDENTE' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Fronteira Presidente Prudente' | Normalizado: 'TV FRONTEIRA PRESIDENTE PRUDENTE' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Fronteira Presidente Prudente' | Normalizado: 'TV FRONTEIRA PRESIDENTE PRUDENTE' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Gazeta Alagoas' | Normalizado: 'TV GAZETA ALAGOAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Gazeta Alagoas' | Normalizado: 'TV GAZETA ALAGOAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Gazeta Alagoas Hd¹' | Normalizado: 'TV GAZETA ALAGOAS HD1' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Gazeta De Alagoas' | Normalizado: 'TV GAZETA DE ALAGOAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Gazeta Sul' | Normalizado: 'TV GAZETA SUL' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Gazeta Sul' | Normalizado: 'TV GAZETA SUL' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Gazeta Sul' | Normalizado: 'TV GAZETA SUL' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Integracao Araxa' | Normalizado: 'TV INTEGRACAO ARAXA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Integracao Araxa' | Normalizado: 'TV INTEGRACAO ARAXA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Tv Integracao Araxa' | Normalizado: 'TV INTEGRACAO ARAXA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
